gp_code,gp_name,Address,Phone,location
mgp0332,Neilson's Pharmacy Yarram,247 Commercial Road  Yarram VIC 3971,03 5182 5042,"{""lat"":-38.5692416, ""lng"":146.6746776}"
mgp0333,Loddon Shire Council - Community Services,Serpentine  37 Peppercorn Way  Serpentine VIC 3517,03 5437 7999,"{""lat"":-36.409039, ""lng"":143.9744496}"
mgp0334,Chemist Warehouse Echuca,Shop 3  102 Northern Highway  Echuca VIC 3564,03 5482 1017,"{""lat"":-36.1222088, ""lng"":144.7534181}"
mgp0335,Coburn & Reid Pharmacy,177 Annesley Street  Echuca VIC 3564,03 5480 6011,"{""lat"":-36.1274517, ""lng"":144.7518018}"
mgp0336,Echuca Moama Family Medical Practice - Echuca,179-183 Annesley Street  Echuca VIC 3564,03 5480 6001,"{""lat"":-36.1274517, ""lng"":144.7518018}"
mgp0337,Shire Of Campaspe,Corner Hare and Heygarth Street  Echuca VIC 3564,1300 666 535,NA
mgp0338,Maternal And Child Health Centre - Terang,62 Dow Street  Terang VIC 3264,1800 552 902,"{""lat"":-38.239052, ""lng"":142.9250841}"
mgp0339,Lake Bolac Bush Nursing Centre,155 Montgomery Street  Lake Bolac VIC 3351,03 5355 8700,"{""lat"":-37.7243445, ""lng"":142.8341798}"
mgp0340,ARARAT RURAL CITY COUNCIL,Corner Vincent and High Street  Ararat VIC 3377,03 5352 1813,NA
mgp0341,Priceline Pharmacy Ararat,119 Barkly Street  Ararat VIC 3377,03 5352 1007,"{""lat"":-37.2856316, ""lng"":142.9497674}"
mgp0342,Sale Medical Centre,73 Pearson Street  Sale VIC 3850,03 5144 5766,"{""lat"":-38.1077315, ""lng"":147.0625967}"
mgp0343,The Wellington Shire Service Centre - Sale Office,70 Foster Street  Sale VIC 3850,1300 366 244,"{""lat"":-38.1114902, ""lng"":147.065864}"
mgp0344,Raymond Street Pharmacy,Aldi Centre  Shop 3  398-424 Raymond Street  Sale VIC 3850,03 5144 7447,NA
mgp0345,Amcal+ Pharmacy Sale - Findlay & Weymouth,275 Raymond Street  Sale VIC 3850,03 5144 2005,"{""lat"":-38.1073334, ""lng"":147.0656874}"
mgp0346,Timboon And District Health Care Service,21 Hospital Road  Timboon VIC 3268,03 5558 6000,"{""lat"":-38.4861602, ""lng"":142.9773816}"
mgp0347,Moyne Shire Council - Mortlake,1 Jamieson Avenue  Mortlake VIC 3272,03 5558 7888,"{""lat"":-38.08141, ""lng"":142.8092136}"
mgp0348,Amcal Pharmacy Numurkah - Louis Hamon,80 Melville Street  Numurkah VIC 3636,03 5862 1762,"{""lat"":-36.0902986, ""lng"":145.4422995}"
mgp0349,Chemist Warehouse - Wangaratta DC,180-182 Tone Road  Wangaratta VIC 3677,03 5721 2133,"{""lat"":-36.3592254, ""lng"":146.315374}"
mgp0350,Robertson's Pharmacy,53 Phillipson Street  Wangaratta VIC 3677,03 5722 3333,"{""lat"":-36.3546874, ""lng"":146.3049126}"
mgp0351,Gateway Health - Wangaratta,45 47 Mackay Street  Wangaratta VIC 3677,03 5723 2000,"{""lat"":-36.3575844, ""lng"":146.3188522}"
mgp0352,Myrtleford Pharmacy,43 Clyde Street  Myrtleford VIC 3737,03 5752 1288,"{""lat"":-36.5612235, ""lng"":146.7256897}"
mgp0353,Shire Of Alpine,2 Churchill Avenue  Bright VIC 3741,03 5755 0555,"{""lat"":-36.743404, ""lng"":146.9779532}"
mgp0354,Moira Shire Council,44 Station Street  Cobram VIC 3644,1300 369 966,"{""lat"":-35.9232186, ""lng"":145.6464856}"
mgp0355,Yarrawonga Denis Medical Group,72 Woods Road  Yarrawonga VIC 3730,03 5744 1777,"{""lat"":-36.0216294, ""lng"":146.0132358}"
mgp0356,TerryWhite Chemmart Yarrawonga,54 Belmore Street  Yarrawonga VIC 3730,03 5744 3035,"{""lat"":-36.0173075, ""lng"":146.0044143}"
mgp0357,Murray River Council - Family And Children Services,21 Conargo Street  Mathoura NSW 2710,03 5884 3302,NA
mgp0358,Buloke Shire Council - Charlton,1 High Street  Charlton VIC 3525,1300 520 520,"{""lat"":-36.2702502, ""lng"":143.352391}"
mgp0359,Chemist Warehouse Warrnambool,Gateway Plaza  Shop M1032  154 Raglan Parade  Warrnambool VIC 3280,03 5562 9780,"{""lat"":-38.3782331, ""lng"":142.4817332}"
mgp0360,Children's Services Centre - Warrnambool,550 Raglan Parade  Warrnambool VIC 3280,03 5559 4855,"{""lat"":-38.3782331, ""lng"":142.4817332}"
mgp0361,ARTZ & KAY PHARMACY,145-149 Lava Street  Warrnambool VIC 3280,03 5562 0509,"{""lat"":-38.3797224, ""lng"":142.4802492}"
mgp0362,Monaghans Pharmacy,140 Fairy Street  Warrnambool VIC 3280,03 5562 9555,"{""lat"":-38.3801156, ""lng"":142.4801849}"
mgp0363,WARRNAMBOOL CITY COUNCIL,25 Liebig Street  Warrnambool VIC 3280,03 5559 4800,"{""lat"":-38.385867, ""lng"":142.4815074}"
mgp0364,Indigo Shire Council - Yackandandah Office,34 High Street  Yackandandah VIC 3749,1300 365 003,"{""lat"":-36.3130767, ""lng"":146.8395795}"
mgp0365,Loch Sport Community Health Centre,1 National Park Road  Loch Sport VIC 3851,03 5146 0349,"{""lat"":-38.0396823, ""lng"":147.5930259}"
mgp0366,East Gippsland Shire Council - Bairnsdale Corporate Centre,273 Main Street  Bairnsdale VIC 3875,03 5153 9500,"{""lat"":-37.8270896, ""lng"":147.6269273}"
mgp0367,Corner Amcal Pharmacy Bairnsdale,190 Main Street  Bairnsdale VIC 3875,03 5152 3107,"{""lat"":-37.8270896, ""lng"":147.6269273}"
mgp0368,Advantage Pharmacy Bairnsdale,46 Nicholson Street  Bairnsdale VIC 3875,03 5152 4048,"{""lat"":-37.825678, ""lng"":147.6265902}"
mgp0369,Buloke Shire Council - Donald,12 Houston Street  Donald VIC 3480,1300 520 520,"{""lat"":-36.3701525, ""lng"":142.985177}"
mgp0370,Corowa Health Service Immunisation Service,Corowa District Hospital  53 Guy Street  Corowa NSW 2646,02 6033 7555,"{""lat"":-35.9947182, ""lng"":146.383844}"
mgp0371,Buloke Shire Council - Wycheproof,367 Broadway  Wycheproof VIC 3527,1300 520 520,"{""lat"":-36.0798439, ""lng"":143.2257718}"
mgp0372,GANNAWARRA SHIRE COUNCIL,47 Victoria Street  Kerang VIC 3579,03 5450 9333,"{""lat"":-35.7250403, ""lng"":143.9203202}"
mgp0373,Moyne Shire Council - Port Fairy,1 Princes Street  Port Fairy VIC 3284,03 5568 0555,"{""lat"":-38.3847969, ""lng"":142.2381874}"
mgp0374,Jerilderie Community Health Centre,35 Jerilderie Street  Berrigan NSW 2712,03 5886 1200,NA
mgp0375,Conargo Shire Council - Family And Children SVS,122 End Street  Deniliquin NSW 2710,03 5880 1200,NA
mgp0376,Tangam Pharmacy,50 Kiewa East Road  Tangambalanga VIC 3691,02 6073 0605,"{""lat"":-36.2578618, ""lng"":147.0065932}"
mgp0377,Good Price Pharmacy Warehouse - Wodonga,285 Victoria Cross Parade  Wodonga VIC 3690,02 6056 8522,"{""lat"":-36.1422563, ""lng"":146.8859362}"
mgp0378,TerryWhite Chemmart Wodonga,Shop 1  127 High Street  Wodonga VIC 3690,02 6024 1710,"{""lat"":-36.1218187, ""lng"":146.8878948}"
mgp0379,Chemist Warehouse - Wodonga,178 High Street  Wodonga VIC 3690,03 6024 1411,"{""lat"":-36.1102521, ""lng"":146.8938804}"
mgp0380,City Of Wodonga,104 Hovell Street  Wodonga VIC 3690,02 6022 9300,"{""lat"":-36.1240847, ""lng"":146.888564}"
mgp0381,Albury Wodonga Family Medical Centre,7 Elgin Boulevard  Wodonga VIC 3690,02 6024 3588,"{""lat"":-36.1214885, ""lng"":146.8894767}"
mgp0382,Southern Grampians Shire Council - Hamilton,Frances Hewitt Community Centre  2 Roberts Street  Hamilton VIC 3300,03 5551 8480,"{""lat"":-37.7326177, ""lng"":142.031041}"
mgp0383,Frances Hewett Community Centre,2 Roberts Street  Hamilton VIC 3300,03 5551 8480,"{""lat"":-37.7326177, ""lng"":142.031041}"
mgp0384,Lakes Esplanade Pharmacy,Safeway Plaza  Shop 6  371 The Esplanade  Lakes Entrance VIC 3909,03 5155 5044,"{""lat"":-37.8782187, ""lng"":147.9973076}"
mgp0385,Buloke Shire Council - Birchip,22 Cumming Avenue  Birchip VIC 3483,1300 520 520,"{""lat"":-35.9827, ""lng"":142.9174726}"
mgp0386,Horsham Rural City Council - Horsham,18 Roberts Avenue  Horsham VIC 3400,03 5382 9768,"{""lat"":-36.7142683, ""lng"":142.2005496}"
mgp0387,Amcal Pharmacy - Horsham,96-98 Firebrace Street  Horsham VIC 3400,03 5382 1019,"{""lat"":-36.7166868, ""lng"":142.1997857}"
mgp0388,TerryWhite Chemmart Horsham Compounding,58 Firebrace Street  Horsham VIC 3400,03 5382 4466,"{""lat"":-36.7166868, ""lng"":142.1997857}"
mgp0389,Priceline Pharmacy Horsham,34 Darlot Street  Horsham VIC 3400,03 5382 6006,"{""lat"":-36.7177779, ""lng"":142.1970875}"
mgp0390,YARRIAMBIACK SHIRE COUNCIL,34 Lyle Street  Warracknabeal VIC 3393,1800 065 647,"{""lat"":-36.253243, ""lng"":142.3948016}"
mgp0391,Buchan Bush Nursing Centre,61 Main Road  Buchan VIC 3885,03 5155 9222,"{""lat"":-37.5001715, ""lng"":148.1718432}"
mgp0392,Maternal And Child Health Centre - Heywood,77-79 Edgar Street  Heywood VIC 3304,03 5522 2211,"{""lat"":-38.1297744, ""lng"":141.6304804}"
mgp0393,Urana Shire Council Family And Children Services,30 32 William Street  Urana NSW 2645,02 6930 9100,"{""lat"":-35.3318073, ""lng"":146.2681788}"
mgp0394,Marraboor Pharmacy,34 McCrae Street  Swan Hill VIC 3585,03 5032 2192,"{""lat"":-35.3405123, ""lng"":143.5614882}"
mgp0395,Portland Amcal Pharmacy,87 Percy Street  Portland VIC 3305,03 5523 1035,"{""lat"":43.86345187691176, ""lng"":-70.11033261311006}"
mgp0396,Portland Guardian Pharmacy,73 Percy Street  Portland VIC 3305,03 5523 1024,"{""lat"":43.86330860752742, ""lng"":-70.11042861622595}"
mgp0397,Karreeta Peeneeyt Mara Portland Child and Family Complex,94 Julia Street  Portland VIC 3305,03 5522 2211,"{""lat"":43.622764530085874, ""lng"":-70.26349091953837}"
mgp0398,Orbost Pharmacy,125 Nicholson Street  Orbost VIC 3888,03 5154 1030,"{""lat"":-37.7080913, ""lng"":148.4544336}"
mgp0399,Woomelang & District Bush Nursing Centre,16 Proctor Street  Woomelang VIC 3485,03 5072 6100,"{""lat"":-35.68200775, ""lng"":142.66540066662503}"
mgp0400,Greater Hume Shire Council Family And Children SVS,39 Young Street  Holbrook NSW 2644,02 6036 0100,NA
mgp0401,Wakool Shire Council Family And Children's SVS,20 Tualka Terrace  Moulamein NSW 2733,03 5887 5007,NA
mgp0402,Maternal and Child Health Centre - Casterton,Children Sevices Complex  1 Jackson Street  Casterton VIC 3311,03 5554 2525,"{""lat"":-37.5894869, ""lng"":141.3982654}"
mgp0403,Maternal And Child Health Centre - Sea Lake,Sea Lake Maternal & Child Health Centre  55 Mudge Street  Sea Lake VIC 3533,1300 520 520,"{""lat"":-35.5031409, ""lng"":142.8533575}"
mgp0404,Buloke Shire Council - Sea Lake,65 Horace Street  Sea Lake VIC 3533,1300 520 520,"{""lat"":-35.4965553, ""lng"":142.8479879}"
mgp0405,Maternal And Child Health Centre - Dartmoor,Bush Nursing Centre  28 Ascot Street  Dartmoor VIC 3304,03 5528 1318,"{""lat"":-37.924246499999995, ""lng"":141.2754502}"
mgp0406,Lockhart Community Health Service Immunisation Service,Lockhart And District Hospital  49 55A Hebden Street  Lockhart NSW 2656,02 6930 7100,NA
mgp0407,West Wimmera Shire Council,Edenhope Shire Office  49 Elizabeth Street  Edenhope VIC 3318,03 5585 9900,"{""lat"":-37.0356163, ""lng"":141.2879437}"
mgp0408,West Wimmera Health Service - Nhill Campus,49 Nelson Street  Nhill VIC 3418,03 5391 4222,"{""lat"":-36.3340726, ""lng"":141.6628399}"
mgp0409,Edenhope and District Memorial Hospital,128-134 Elizabeth Street  Edenhope VIC 3318,03 5585 9888,"{""lat"":-37.0356163, ""lng"":141.2879437}"
mgp0410,Nhill Pharmacy,21 Victoria Street  Nhill VIC 3418,03 5391 1456,"{""lat"":-36.333537, ""lng"":141.6498882}"
mgp0411,Yaapeet Maternal & Child Health Centre,Raggatt Street  Yaapeet VIC 3424,03 5398 0131,"{""lat"":-35.7708417, ""lng"":142.0543492}"
mgp0412,Tumbarumba Shire Council Family And Children SVS,10 Bridge Street  Tumbarumba NSW 2653,02 6948 9100,NA
mgp0413,Glenrock Country Practice - Wagga Wagga,8 Tanda Place  Glenfield Park NSW 2650,02 6971 5000,NA
mgp0414,KRS Health Family Medical Practice,547 Kooringal Road  Kooringal NSW 2650,02 6922 6144,NA
mgp0415,Hay Shire Council Family And Children's Services,134 Lachlan Street  Hay NSW 2711,02 6993 1003,"{""lat"":-34.5023693, ""lng"":144.8447873}"
mgp0416,West Wimmera Shire Council - Kaniva,Kaniva Shire Office  25 Baker Street  Kaniva VIC 3419,03 5392 7700,"{""lat"":-36.3809101, ""lng"":141.2406545}"
mgp0417,Wagga Wagga Community Health Service Immunisation Service,Wagga Wagga Base Hospital  260 Edward Street  Wagga Wagga NSW 2650,02 6938 6411,"{""lat"":-35.1161187, ""lng"":147.3489814}"
mgp0418,Wagga Wagga Medical Centre,4 Baylis Street  Wagga Wagga NSW 2650,02 6921 4053,"{""lat"":-35.1173677, ""lng"":147.3690912}"
mgp0419,St George Family Medical Centre,23 Best Street  Wagga Wagga NSW 2650,02 6971 9009,NA
mgp0420,Narrandera Shire Council Family And Children SVS,141 143 East Street  Narrandera NSW 2700,02 6959 5510,"{""lat"":-34.7451433, ""lng"":146.5534456}"
mgp0421,Wagga Wagga City Council Family And Children SVS,Baylis Street  Wagga Wagga NSW 2650,02 6926 9100,"{""lat"":-35.1173677, ""lng"":147.3690912}"
mgp0422,CITY OF MOUNT GAMBIER,10 Watson Terrace  Mount Gambier SA 5290,08 8721 2555,"{""lat"":-37.8295145, ""lng"":140.7814841}"
mgp0423,District Council Of Grant,324 Commercial Street  Mount Gambier SA 5290,08 8724 5222,NA
mgp0424,Murrumbidgee Medical & Primary Care Centre - Leeton,81 Kurrajong Avenue  Leeton NSW 2705,02 6953 4333,"{""lat"":-34.5519675, ""lng"":146.4062679}"
mgp0425,Leeton Shire Council Family And Children Services,23 25 Chelmsford Place  Leeton NSW 2705,02 6953 2611,NA
mgp0426,Mildura Rural City Council-Ouyen Service Centre,79 Oke Street  Ouyen VIC 3490,03 5018 8600,"{""lat"":-35.0710973, ""lng"":142.3149254}"
mgp0427,Naracoorte Community Health,6 Cedar Avenue  Naracoorte SA 5271,08 8762 8160,"{""lat"":-36.9631654, ""lng"":140.7449086}"
mgp0428,Griffith Aboriginal Medical Service,38-42 Jondaryan Avenue  Griffith NSW 2680,02 6962 0000,NA
mgp0429,South West Regional Family Day Care,34 Belmore Street  Junee NSW 2663,02 6924 3518,NA
mgp0430,Junee Medical Centre,98 Broadway Street  Junee NSW 2663,02 6924 3022,NA
mgp0431,Your Health Griffith,105 Binya Street  Griffith NSW 2680,02 6962 7661,NA
mgp0432,Griffith Medical Centre,1 Animoo Avenue  Griffith NSW 2680,02 6964 5888,NA
mgp0433,Tumut Family Medical Centre,Shop 9-12  95 Wynyard Street  Tumut NSW 2720,02 6947 2211,NA
mgp0434,Fitzroy Medical Centre,61 Fitzroy Street  Tumut NSW 2720,02 6947 2011,NA
mgp0435,Underbool Maternal & Child Health Centres,13 Monash Avenue  Underbool VIC 3509,03 5018 8277,"{""lat"":-35.1713896, ""lng"":141.8110793}"
mgp0436,Robinvale District Health Services,128 132 Latje Road  Robinvale VIC 3549,03 5051 8111,"{""lat"":-34.5826614, ""lng"":142.7792276}"
mgp0437,Country Health Connect,The Cottage  8 De Courcey Street  Bordertown SA 5268,08 8752 9050,"{""lat"":-36.3113703, ""lng"":140.7671172}"
mgp0438,Gundagai Medical Centre,95 Sheridan Street  Gundagai NSW 2722,02 6944 3444,NA
mgp0439,Lucindale Community Health,22 Musgrave Avenue  Lucindale SA 5272,08 8766 2656,"{""lat"":-36.9725733, ""lng"":140.365912}"
mgp0440,Temora Medical Complex,296-298 Hoskins Street  Temora NSW 2666,02 6977 3600,"{""lat"":-34.4429198, ""lng"":147.5320689}"
mgp0441,Pambula Community Health Centre,Merimbola Street  Pambula NSW 2549,02 6495 8350,"{""lat"":-36.9291075, ""lng"":149.8772921}"
mgp0442,Keith Community Health,27 Hill Avenue  Keith SA 5267,08 8752 9050,"{""lat"":-36.0976229, ""lng"":140.3502919}"
mgp0443,Health Protection Service - Communicable Disease Control,Howard Florey Centenary House  25 Mulley Street  Holder NSW 2611,02 6205 2300,"{""lat"":-35.3310419, ""lng"":149.04950197648515}"
mgp0444,TerryWhite Chemmart - Red Cliffs,53 Ilex Street  Red Cliffs VIC 3496,03 5024 1441,"{""lat"":-34.308983, ""lng"":142.1878837}"
mgp0445,Belconnen Community Health Centre,Belconnen Community Health Centre  Corner of Lathlain and Cohen Street  Belconnen NSW 2617,02 5124 9977,NA
mgp0446,Kingston District Council,29 Holland Street  Kingston Se SA 5275,08 8721 2555,"{""lat"":-36.8332526, ""lng"":139.8556143}"
mgp0447,Queanbeyan City Council Family & Children Services,257 Crawford Street  Queanbeyan NSW 2620,02 6285 6000,"{""lat"":-35.3511627, ""lng"":149.232868}"
mgp0448,Chemist Warehouse Mildura Discount Centre,Mildura Homemaker Centre  Shop 5B  636 Fifteenth Street  Mildura VIC 3500,03 5022 9872,"{""lat"":-34.20815, ""lng"":142.1381986}"
mgp0449,The Kruger Medical Centre,10 East Street  Harden NSW 2587,02 6386 0200,NA
mgp0450,Harden Shire Council Family And Children's SVS,3 East Street  Harden NSW 2587,02 6386 2305,"{""lat"":-34.5529291, ""lng"":148.3678184}"
mgp0451,TerryWhite Chemmart Mildura,204 Deakin Avenue  Mildura VIC 3500,03 5021 2161,"{""lat"":-34.1894251, ""lng"":142.1571496}"
mgp0452,Mildura Rural City Council - Environmental Health Services,108 Madden Avenue  Mildura VIC 3500,03 5018 8100,"{""lat"":-34.1903024, ""lng"":142.1585323}"
mgp0453,Chemist Warehouse Mildura,114A-118 Langtree Avenue  Mildura VIC 3500,03 5023 2383,NA
mgp0454,Priceline Pharmacy - Mildura,91 Langtree Avenue  Mildura VIC 3500,03 5023 1003,"{""lat"":-34.1885443, ""lng"":142.1562323}"
mgp0455,My Chemist - Mildura,69 Langtree Avenue  Mildura VIC 3500,03 5023 1844,"{""lat"":-34.1885443, ""lng"":142.1562323}"
mgp0456,Hillston Medical Centre,48c Burns Street  Hillston NSW 2675,02 6967 2198,NA
mgp0457,Dareton Primary Health Service,44 46 Tapio Street  Dareton NSW 2717,03 5021 7200,"{""lat"":-34.0948558, ""lng"":142.0439015}"
mgp0458,Mercy Care Young Health Service Immunisation Service,69 Demondrille Street  Young NSW 2594,02 6382 8444,NA
mgp0459,Young Shire Council Family And Children Services,26 Campbell Street  Young NSW 2594,02 6382 6328,NA
mgp0460,Young District Medical Centre,16 Cloete Street  Young NSW 2594,02 6382 1544,NA
mgp0461,Narooma Community Health Centre,Corner Field and Graham Street  Narooma NSW 2546,1800 999 880,NA
mgp0462,Wentworth Shire Council Family And Children SVS,26 28 Adelaide Street  Wentworth NSW 2648,03 5027 5027,"{""lat"":-34.1083757, ""lng"":141.9167076}"
mgp0463,Moruya Community Health,Moruya District Hospital  2 River Street  Moruya NSW 2537,1800 999 880,NA
mgp0464,Braidwood Multi Purpose Service,73 Monkittee Street  Braidwood NSW 2622,02 4842 2566,NA
mgp0465,Weddin Shire Council Family And Children Services,Camp Street  Grenfell NSW 2810,02 6343 1212,"{""lat"":-33.8944304, ""lng"":148.154909}"
mgp0466,Upper Lachlan Shire Council Family Children SVS,44 Crookwell Road  Crookwell NSW 2583,02 4830 1000,"{""lat"":-34.4552358, ""lng"":149.4663941}"
mgp0467,RENMARK PARINGA COUNCIL,61 Eighteenth Street  Renmark SA 5341,08 8580 3000,"{""lat"":-34.178401550000004, ""lng"":140.74801099430795}"
mgp0468,Lachlan Shire Council Family And Children SVS,Condobolin Public School  62 64 Molong Street  Condobolin NSW 2877,02 6895 4444,NA
mgp0469,Forbes Community Health Centre Immunisation Service,Elgin Street  Forbes NSW 2871,02 6850 7300,"{""lat"":-33.3958508, ""lng"":148.0146803}"
mgp0470,Parkes Shire Council Family And Children Services,2 Cecile Street  Parkes NSW 2870,02 6861 2333,NA
mgp0471,Parkes General Practice,25 Church Street  Parkes NSW 2870,02 6862 6668,"{""lat"":-33.1353829, ""lng"":148.1767598}"
mgp0472,MID MURRAY COUNCIL,49 Adelaide Road  Mannum SA 5238,08 8569 0222,"{""lat"":-34.9155682, ""lng"":139.304275}"
mgp0473,Bomaderry Pharmacy,37 Meroo Street  Bomaderry NSW 2541,02 4421 2736,"{""lat"":-34.856005, ""lng"":150.6081162}"
mgp0474,Wingecarribee Shire Council Children's Services,Wingecarribee Shire Council  68 Elizabeth Street  Moss Vale NSW 2577,02 4868 0888,"{""lat"":-34.5472775, ""lng"":150.3771463}"
mgp0475,ALEXANDRINA COUNCIL,11 Cadell Street  Goolwa SA 5214,08 8555 7000,"{""lat"":-35.5008507, ""lng"":138.7819945}"
mgp0476,Clarence Plains Child Health Centre,4 Hart Place  Rokeby TAS 7019,03 6214 6035,"{""lat"":-42.8970823, ""lng"":147.4308002}"
mgp0477,ALEXANDRINA COUNCIL,1 Colman Terrace  Strathalbyn SA 5255,08 8555 7000,"{""lat"":-35.257252, ""lng"":138.8899907}"
mgp0478,CITY OF VICTOR HARBOR,Southern Fleurieu Health Service  Harbour View Terrace  Victor Harbor SA 5211,08 8552 0600,"{""lat"":-35.5627377, ""lng"":138.6095203}"
mgp0479,MOUNT BARKER DISTRICT COUNCIL,6 Dutton Road  Mount Barker SA 5251,08 8391 7222,"{""lat"":-35.0680331, ""lng"":138.8658566}"
mgp0480,Orange City Council Family And Children Services,79 81 Kite Street  Orange NSW 2800,02 6393 8000,"{""lat"":-33.2840749, ""lng"":149.0886094}"
mgp0481,Adelaide Hills Council - Hills Home & Community Support,36 Nairne Road  Woodside SA 5244,08 8408 0400,"{""lat"":-34.9699739, ""lng"":138.8916734}"
mgp0482,Kiama Hospital and Community Health Service,Bonaira Street  Kiama NSW 2533,02 4233 1033,"{""lat"":-34.6821885, ""lng"":150.8496158}"
mgp0483,Oberon Council Family And Children Services,137 139 Oberon Street  Oberon NSW 2787,02 6336 1100,"{""lat"":-33.7052719, ""lng"":149.8654217}"
mgp0484,ADELAIDE HILLS COUNCIL,63 Mount Barker Road  Stirling SA 5152,08 8408 0400,"{""lat"":-35.0052722, ""lng"":138.7166963}"
mgp0485,GP Plus Health Care Centre Aldinga,Pridham Boulevard  Aldinga Beach SA 5173,08 8384 0681,"{""lat"":-35.2704525, ""lng"":138.467683}"
mgp0486,CITY OF ONKAPARINGA,Aberfoyle Hub Community Centre  Jessica Street  Aberfoyle Park SA 5159,08 8384 0666,"{""lat"":-35.0774285, ""lng"":138.5897738}"
mgp0487,City Of Onkaparinga - Aldinga,Aldinga Beach Children's Centre  Evans Street  Aldinga Beach SA 5173,08 8384 0666,"{""lat"":-35.2695156, ""lng"":138.4605003}"
mgp0488,Blackwood Community Centre - Immunisation Clinic,4 Young Street  Blackwood SA 5051,08 8372 8816,"{""lat"":-35.0198451, ""lng"":138.6145914}"
mgp0489,City Of Onkaparinga - Morphett Vale,Woodcroft Community Centre  175 Bains Road  Morphett Vale SA 5162,08 8384 0666,"{""lat"":-35.1157635, ""lng"":138.5229748}"
mgp0490,City Of Onkaparinga - Seaford,Seaford Ecumenical Centre  Grand Boulevard  Seaford SA 5169,08 8384 0666,"{""lat"":-35.1942334, ""lng"":138.483039}"
mgp0491,Campbelltown City Council,171 Montacute Road  Newton SA 5074,08 8132 3600,"{""lat"":-34.887954300000004, ""lng"":138.67844564099636}"
mgp0492,GP Plus Super Clinic Noarlunga - Immunisation,20 Alexander Kelly Drive  Noarlunga Centre SA 5168,08 8384 0666,"{""lat"":-35.1389243, ""lng"":138.4982148}"
mgp0493,City Of Onkaparinga - Noarlunga Centre,Noarlunga Library  Hannah Road  Noarlunga Centre SA 5168,08 8384 0666,"{""lat"":-35.1398134, ""lng"":138.4955932}"
mgp0494,Mitcham Community Centre - Immunisation Clinic,Rooms 2 and 3  242 Belair Road  Lower Mitcham SA 5062,08 8372 8816,"{""lat"":-34.9761033, ""lng"":138.6094167}"
mgp0495,Barossa Council,43 Tanunda Road  Nuriootpa SA 5355,08 8563 8444,"{""lat"":-34.4767422, ""lng"":138.9944874}"
mgp0496,General Practice SA Inc,Suite 4  66 Glen Osmond Road  Parkside SA 5063,08 8271 8988,"{""lat"":-34.9459746, ""lng"":138.6244928}"
mgp0497,City Of Unley,181 Unley Road  Unley SA 5061,08 8132 3600,"{""lat"":-34.95274, ""lng"":138.6076464}"
mgp0498,City Of Marion,1 Zwerner Drive  Hallett Cove SA 5158,08 8375 6600,"{""lat"":-35.0743111, ""lng"":138.5186893}"
mgp0499,City Of Unley - Unley,18 Arthur Street  Unley SA 5061,08 8132 3600,"{""lat"":-34.9503947, ""lng"":138.6035917}"
mgp0500,Injury & Occupational Health Management (IOH) - Wollongong,32 Swan Street  Wollongong NSW 2500,02 4210 7200,"{""lat"":-34.4348592, ""lng"":150.8888638}"
mgp0501,City Of Norwood Payneham And St Peters,2 Turner Street  Felixstow SA 5070,08 8132 3600,"{""lat"":-34.8913571, ""lng"":138.6425917}"
mgp0502,CITY OF TEA TREE GULLY,Civic Centre  571 Montague Road  Modbury SA 5092,08 8397 7444,"{""lat"":-34.8281822, ""lng"":138.692756}"
mgp0503,City Of Marion,Level 3  297 Diagonal Road  Oaklands Park SA 5046,08 8375 6600,"{""lat"":-35.0171309, ""lng"":138.5433051}"
mgp0504,Immunisation Section - Communicable Disease Control Branch,Citi Centre Building  11 Hindmarsh Square  Adelaide SA 5000,1300 232 272,"{""lat"":-34.9242266, ""lng"":138.6049775}"
mgp0505,Travellers Medical & Vaccination Centre (TVMC) - Adelaide,Suite 1  53 Hindmarsh Square  Adelaide SA 5000,08 8223 6225,"{""lat"":-34.9242266, ""lng"":138.6049775}"
mgp0506,The Oaks Medical Practice,Shop 4  73 John Street  The Oaks NSW 2570,02 4657 1120,"{""lat"":-34.0730749, ""lng"":150.5719493}"
mgp0507,Adelaide City Council,Adelaide South West Community Centre  171 Sturt Street  Adelaide SA 5000,08 8152 0363,"{""lat"":-34.9329542, ""lng"":138.6002575}"
mgp0508,Corporation Of The Town Of Walkerville,42 Fuller Street  Walkerville SA 5081,08 8132 3600,"{""lat"":-34.8919728, ""lng"":138.6163986}"
mgp0509,City Of Holdfast Bay,31 Torr Avenue  Brighton SA 5048,08 8229 9999,"{""lat"":-35.0154628, ""lng"":138.5196486}"
mgp0510,Plympton Community Centre,34 Long Street  Plympton SA 5038,08 8416 6333,"{""lat"":-34.9601967, ""lng"":138.554721}"
mgp0511,City Of Salisbury - Ingle Farm Library,58 Beovich Road  Ingle Farm SA 5098,08 8265 4717,"{""lat"":-34.8295635, ""lng"":138.6407326}"
mgp0512,Hamra Centre Library,1 Brooker Terrace  Hilton SA 5033,08 8416 6333,"{""lat"":-34.9336376, ""lng"":138.5614218}"
mgp0513,Prospect Community Support,128 Prospect Road  Prospect SA 5082,08 8132 3600,"{""lat"":-34.8897053, ""lng"":138.5941675}"
mgp0514,CITY OF WEST TORRENS,Cowandilla Children's Centre  Wilson Street  Cowandilla SA 5033,08 8416 6333,"{""lat"":-34.9339378, ""lng"":138.5570037}"
